Player's Name,Nationality,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
"Findlay, S E",West Indies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,146,146,146,146,146,146,146,146,146,146,146
"Finn, S T",England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,77,96,106,131,131,136,136,136
"Flannigan, R",Scotland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fleming, D W",Australia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,19,19,30,48,101,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152
"Fleming, M V",England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139
"Fleming, S P",New Zealand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,348,862,1570,1993,2799,3131,3708,4165,4937,5618,6539,6978,7368,8037,8037,8037,8037,8037,8037,8037,8037,8037,8037,8037,8037,8037
"Fletcher, A D S",West Indies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,198,256,256,256,256,256,265,354,354,354,354
"Fletcher, D A G",Zimbabwe,0,0,0,0,0,0,0,0,0,0,0,0,0,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191
"Fletcher, K W R",England,0,24,138,244,340,607,607,607,607,607,607,638,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757,757
"Flintoff, A",England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,306,450,847,1478,2111,2601,2703,3090,3391,3394,3394,3394,3394,3394,3394,3394,3394,3394,3394,3394
"Flower, A",Zimbabwe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,374,644,869,1032,1404,2170,2942,3794,4737,5797,6454,6786,6786,6786,6786,6786,6786,6786,6786,6786,6786,6786,6786,6786,6786,6786,6786,6786
"Flower, G W",Zimbabwe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,353,486,624,1096,1939,2867,3651,4299,5415,5809,6277,6536,6536,6536,6536,6536,6536,6571,6571,6571,6571,6571,6571,6571,6571,6571,6571
"Flynn, D R",New Zealand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,167,167,167,228,228,228,228,228,228,228,228
"Foakes, B T",England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61
"Foggo, C R",Bermuda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,106,106,106,106,106,106,106,106,106,106,106
"Forrest, P J",Australia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368,368,368,368,368,368,368,368
"Foster, J S",England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41
"Foster, M L C",West Indies,0,0,0,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
"Foster, N A",England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,42,61,145,145,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150
"Fourie, M J",Ireland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,42,42,42,42,42,42,42,42,42,42,42,42
"Fowler, G",England,0,0,0,0,0,0,0,0,0,0,0,0,0,360,508,714,744,744,744,744,744,744,744,744,744,744,744,744,744,744,744,744,744,744,744,744,744,744,744,744,744,744,744,744,744,744,744,744,744,744
"France, H N Ya",Namibia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Franklin, J E C",New Zealand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,116,116,116,149,294,508,508,571,823,962,1118,1270,1270,1270,1270,1270,1270,1270
"Franklin, T J",New Zealand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27
"Franks, P J",England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
Frasat Ali,East Africa,0,0,0,0,0,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57
"Fraser, A R C",England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,69,69,69,76,80,80,80,122,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141
"Fredericks, R C",West Indies,0,0,0,109,109,246,267,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311
"French, A N",Hong Kong,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
"French, B N",England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,32,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34
"Friend, T J",Zimbabwe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,134,395,532,548,548,548,548,548,548,548,548,548,548,548,548,548,548,548,548
"Frylinck, J N",Namibia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
"Fulton, P G",New Zealand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,79,419,1230,1239,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334
"Gabriel, R S",West Indies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167
"Gabriel, S T",West Indies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,21,21,21
"Gaekwad, A D",India,0,0,0,0,0,59,75,75,169,223,223,223,223,245,257,257,257,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269
"Gallage, I S",Sri Lanka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
"Gamage, J C",Sri Lanka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
"Gamage, P L S",Sri Lanka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4
"Gambhir, G",India,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,113,294,409,1043,2162,3010,3680,4400,5085,5238,5238,5238,5238,5238,5238,5238
"Gandhi, D J",India,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49
"Ganegama, W C A",Sri Lanka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7
"Ganesh, D",India,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"Ganga, D",West Indies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,611,691,691,691,691,843,843,843,843,843,843,843,843,843,843,843,843,843,843
"Ganguly, S C",India,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,272,1610,2938,4705,6284,7097,8211,8967,9914,10123,10123,11363,11363,11363,11363,11363,11363,11363,11363,11363,11363,11363,11363,11363
"Gardiner, H J W",Scotland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,137,262,262,262,262,262
"Garner, J",West Indies,0,0,0,0,0,0,0,0,13,37,69,75,81,123,153,195,198,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238
"Garrick, L V",West Indies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
"Garwe, T N",Zimbabwe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gatting, M W",England,0,0,0,0,0,0,0,22,25,25,44,322,464,547,778,902,1004,1685,1991,2049,2049,2049,2049,2095,2095,2095,2095,2095,2095,2095,2095,2095,2095,2095,2095,2095,2095,2095,2095,2095,2095,2095,2095,2095,2095,2095,2095,2095,2095,2095
"Gauchan, S P",Nepal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9
"Gavaskar, R S",India,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151
"Gavaskar, S M",India,0,0,0,0,48,161,161,161,165,254,298,411,605,988,1138,1552,2357,3092,3092,3092,3092,3092,3092,3092,3092,3092,3092,3092,3092,3092,3092,3092,3092,3092,3092,3092,3092,3092,3092,3092,3092,3092,3092,3092,3092,3092,3092,3092,3092,3092
"Gavera, W T",Papua New Guinea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4
"Gayle, C H",West Indies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,331,1053,2150,3131,3853,4416,5633,6244,6876,7429,7885,8087,8432,8743,8810,9221,9221,9420,9727,10201
Gazi Ashraf,Bangladesh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,33,33,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59
"Geeves, B",Australia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10,10,10,10
"Germon, L K",New Zealand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,475,519,519,519,519,519,519,519,519,519,519,519,519,519,519,519,519,519,519,519,519,519,519,519
"Ghai, R S",India,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Ghavri, K D",India,0,0,0,0,0,0,0,0,6,41,85,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114
Gholam Nousher,Bangladesh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
Ghulam Ali,Pakistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53
Ghulam Shabber,United Arab Emirates,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,374,500
"Gibbons, T",Bermuda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,33,33,33,33,33,33,33,33,33,33,33,33,33
"Gibbs, H H",South Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,232,292,1097,1673,2519,3829,4522,4920,5646,6342,7222,7635,8060,8094,8094,8094,8094,8094,8094,8094,8094,8094,8094
"Gibbs, L R",West Indies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gibson, O D",West Indies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,138,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141
"Gifford, N",England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gilbert, D R",Australia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39
"Gilchrist, A C",Australia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,304,1135,2376,3102,3848,4684,5782,6661,7553,8363,9297,9619,9619,9619,9619,9619,9619,9619,9619,9619,9619,9619,9619
"Giles, A F",England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,17,31,38,95,159,255,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385
"Gillespie, J N",Australia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,65,65,81,105,114,160,167,223,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289
"Gillespie, M R",New Zealand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,87,93,93,93,93,93,93,93,93,93,93,93,93
"Gillespie, P G",Ireland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2
"Gillespie, S R",New Zealand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,45,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70
"Gilmour, G J",Australia,0,0,0,0,0,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42
Golam Faruq,Bangladesh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44
"Gomes, H A",West Indies,0,0,0,0,0,0,0,0,7,7,43,99,199,542,747,1177,1260,1415,1415,1415,1415,1415,1415,1415,1415,1415,1415,1415,1415,1415,1415,1415,1415,1415,1415,1415,1415,1415,1415,1415,1415,1415,1415,1415,1415,1415,1415,1415,1415,1415
"Gondaria, D M",Kenya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7
"Gony, M",India,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gooch, G A",England,0,0,0,0,0,0,40,40,134,450,747,905,1046,1046,1046,1335,1665,2505,2615,2996,3397,3641,4071,4206,4288,4290,4290,4290,4290,4290,4290,4290,4290,4290,4290,4290,4290,4290,4290,4290,4290,4290,4290,4290,4290,4290,4290,4290,4290,4290
"Goodwin, M W",Zimbabwe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,722,1322,1818,1818,1818,1818,1818,1818,1818,1818,1818,1818,1818,1818,1818,1818,1818,1818,1818,1818,1818,1818
"Goonasekera, Y",Sri Lanka,0,0,0,0,0,0,0,0,0,0,0,0,0,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69
"Goonatillake, F R M",Sri Lanka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Goonatillake, H M",Sri Lanka,0,0,0,0,0,0,0,0,0,0,0,0,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31
"Gordon, J O A",Canada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,7,7,7,7,7,7
"Gordon, T G",Canada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,27,27,27,27,27,27,27,27
"Gore, K",United States,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"Goudie, G",Scotland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,32,40,40,57,80,80,80,80,80,80,80
"Gough, D",England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,78,173,203,221,329,359,415,455,469,514,590,609,609,609,609,609,609,609,609,609,609,609,609,609,609
"Gouka, E",Netherlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
"Gould, I J",England,0,0,0,0,0,0,0,0,0,0,0,0,0,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155
"Gower, D I",England,0,0,0,0,0,0,0,0,201,503,579,720,909,1995,2196,2427,2564,2905,2905,3030,3116,3170,3170,3170,3170,3170,3170,3170,3170,3170,3170,3170,3170,3170,3170,3170,3170,3170,3170,3170,3170,3170,3170,3170,3170,3170,3170,3170,3170,3170
"Graf, S F",Australia,0,0,0,0,0,0,0,0,0,0,5,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
"Grandia, V",Netherlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gray, A H",West Indies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,20,43,43,43,43,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51
"Gray, E J",New Zealand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,57,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98
"Grayson, A P",England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"Greatbatch, M J",New Zealand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380,431,884,965,1404,1602,1748,2086,2206,2206,2206,2206,2206,2206,2206,2206,2206,2206,2206,2206,2206,2206,2206,2206,2206,2206,2206,2206,2206,2206,2206,2206
"Green, Z E",Namibia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38
"Greenidge, A E",West Indies,0,0,0,0,0,0,0,0,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
"Greenidge, C G",West Indies,0,0,0,0,0,129,227,235,235,664,1133,1281,1573,2322,2545,2912,3242,3688,4470,4869,5025,5134,5134,5134,5134,5134,5134,5134,5134,5134,5134,5134,5134,5134,5134,5134,5134,5134,5134,5134,5134,5134,5134,5134,5134,5134,5134,5134,5134,5134
"Greig, A W",England,0,0,55,134,206,238,243,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269
"Griffith, A F G",West Indies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50,50,54,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
"Gripper, T R",Zimbabwe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,41,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80
"Gruitjers, T J G",Netherlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,68,68,68,68,68,68,68,68,68
"Gudhka, R D",Kenya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,17,17,17,17,17,17,17
Gulbadin Naib,Afghanistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,70,152,152,236,461,757,861
"Gunaratne, D A S",Sri Lanka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,523,558,575
"Gunaratne, P W",Sri Lanka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36
"Gunasekera, R",Canada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,134,251,304,401,455,455,455,455,455,455
"Gunathilaka, M D",Sri Lanka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,377,916,957,1102
"Gunawardene, A A W",Sri Lanka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"Gunawardene, D A",Sri Lanka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,258,634,1108,1135,1287,1653,1705,1708,1708,1708,1708,1708,1708,1708,1708,1708,1708,1708,1708,1708,1708
"Gupta, S K",Kenya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,43,43,120,120,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121
"Guptill, M J",New Zealand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,738,1101,1751,2151,2557,2953,4442,5169,5553,5976,6513
